Matrix_Size,Block_Dim_X,Block_Dim_Y,Kernel_Type,Data_Type,Avg_Execution_Time_ms,Execution_Time_Stddev,Total_Energy_J,Avg_Power_W,Peak_Power_W,Baseline_Power_W,Initial_Temp_C,Peak_Temp_C,Final_Temp_C,GFLOPS,GFLOPS_per_Watt,Memory_Bandwidth_GBps,Threads_per_Block
1024,16,16,5,0,0.903328,0.0634278,0,58.028,58.126,53.5527,0,33,33,2377.3,531.2,13.9295,256
1024,16,16,5,0,1.00311,0.0147769,0,59.184,59.472,51.2211,0,33,32,2140.82,268.85,12.5439,256
