Matrix_Size,Block_Dim_X,Block_Dim_Y,Kernel_Type,Data_Type,Avg_Execution_Time_ms,Execution_Time_Stddev,Total_Energy_J,Avg_Power_W,Peak_Power_W,Baseline_Power_W,Initial_Temp_C,Peak_Temp_C,Final_Temp_C,GFLOPS,GFLOPS_per_Watt,Memory_Bandwidth_GBps,Threads_per_Block
2048,32,16,5,0,7.66655,0.048562,0,66.946,86.431,51.2157,0,32,32,2240.89,142.457,6.5651,512
4096,8,8,5,0,86.6069,3.6319,76.7419,210.646,284.002,51.2581,0,35,35,1586.93,9.95639,2.3246,64
4096,16,16,5,0,59.9911,0.055978,38.9528,161.649,206.364,53.9916,0,34,33,2290.99,21.2803,3.35594,256
4096,32,32,5,0,53.0415,0.0607745,37.1968,144.538,181.1,51.2703,0,34,34,2591.16,27.7821,3.79565,1024
4096,16,32,5,0,60.0063,0.0600469,38.1192,142.946,205.023,51.2095,0,34,34,2290.41,24.9672,3.35509,512
4096,32,16,5,0,59.9858,0.0611025,36.6994,144.234,205.239,51.2059,0,34,34,2291.19,24.629,3.35624,512
6144,8,8,5,0,323.96,7.08101,402.278,252.349,269.436,51.2151,0,37,37,1431.83,7.11879,1.39827,64
6144,16,16,5,0,193.241,4.41328,234.134,250.709,280.176,54.6106,0,36,36,2400.4,12.2408,2.34414,256
6144,32,32,5,0,159.705,7.99393,175.037,241.632,265.118,61.7583,0,36,36,2904.46,16.1472,2.83638,1024
6144,16,32,5,0,193.777,5.43194,231.334,246.517,279.602,61.6948,0,36,36,2393.76,12.9517,2.33766,512
6144,32,16,5,0,193.389,4.5296,233.463,252.159,279.603,60.3258,0,37,37,2398.56,12.5034,2.34235,512
8192,8,8,5,0,740.203,13.2525,959.192,265.858,275.126,61.7844,0,38,38,1485.42,7.27882,1.08795,64
8192,16,16,5,0,452.632,11.8976,586.017,269.018,285.779,61.7959,0,38,38,2429.15,11.7224,1.77916,256
8192,32,32,5,0,364.59,10.008,449.2,257.162,270.336,60.6033,0,38,38,3015.75,15.3428,2.2088,1024
8192,16,32,5,0,451.967,9.01375,578.898,265.768,284.728,61.9008,0,38,38,2432.72,11.9329,1.78178,512
8192,32,16,5,0,451.712,8.03015,584.214,266.637,284.381,61.3393,0,38,38,2434.1,11.8564,1.78279,512
